G1038	G1468	1
G2383	G3824	1
G1311	G1942	1
G1187	G1712	1
G3035	G825	1
G1305	G982	1
G4190	G4353	1
G1451	G513	1
G1453	G3782	1
G2675	G2841	1
G2811	G3594	1
G3681	G95	1
G3019	G675	1
G1409	G3845	1
G1163	G3861	1
G2248	G4033	1
G2906	G39	1
G4148	G4201	1
G1619	G2982	1
G437	G909	1
G1263	G1861	1
G3318	G977	1
G1440	G3534	1
G1630	G4240	1
G1373	G3988	1
G2827	G3137	1
G3074	G3817	1
G3705	G4471	1
G171	G4265	1
G1976	G3025	1
G4028	G442	1
G2085	G3162	1
G2899	G3494	1
G2247	G24	1
G4298	G575	1
G2509	G3659	1
G2927	G3485	1
G2131	G2995	1
G1297	G1926	1
G1603	G2192	1
G2579	G3110	1
G2798	G526	1
G3302	G600	1
G2932	G3945	1
G3954	G4471	1
G1198	G2166	1
G4058	G4145	1
G1371	G1541	1
G2049	G978	1
G2117	G37	1
G1004	G278	1
G1745	G3741	1
G3395	G3718	1
G321	G917	1
G3625	G4086	1
G2244	G4456	1
G2329	G4088	1
G1560	G4265	1
G3424	G862	1
G2373	G2786	1
G3855	G4392	1
G2018	G882	1
G3920	G625	1
G1701	G3678	1
G2308	G2998	1
G3111	G3543	1
G1122	G1501	1
G1360	G800	1
G1902	G4376	1
G2177	G827	1
G2813	G3686	1
G2184	G519	1
G1270	G2082	1
G1368	G2669	1
G3256	G864	1
G3193	G654	1
G3037	G499	1
G3579	G478	1
G2300	G3553	1
G1934	G3636	1
G2683	G387	1
G1140	G3593	1
G2386	G3634	1
G2383	G3309	1
G2166	G2256	1
G1689	G3563	1
G4402	G503	1
G1718	G2430	1
G3524	G3686	1
G3148	G4449	1
G4180	G4401	1
G1227	G1820	1
G2538	G2563	1
G3824	G635	1
G1952	G213	1
G4313	G792	1
G1249	G2542	1
G1065	G1491	1
G2757	G3678	1
G2971	G384	1
G1934	G4215	1
G1004	G534	1
G1874	G2821	1
G1040	G1473	1
G1417	G3495	1
G1038	G1563	1
G1821	G2591	1
G3826	G412	1
G1626	G2446	1
G2346	G4254	1
G1004	G1760	1
G1858	G3717	1
G3536	G4275	1
G738	G86	1
G2029	G885	1
G2687	G689	1
G4300	G971	1
G245	G915	1
G1248	G3136	1
G3729	G647	1
G3276	G3544	1
G3195	G95	1
G3103	G3705	1
G3661	G3762	1
G3065	G3790	1
G3981	G4160	1
G1294	G3873	1
G1917	G2225	1
G3863	G4298	1
G2357	G2675	1
G1050	G2223	1
G2085	G2346	1
G3407	G4235	1
G3404	G738	1
G4223	G979	1
G2454	G3500	1
G3400	G4033	1
G1676	G3794	1
G2029	G2436	1
G4467	G865	1
G2798	G2827	1
G2495	G2929	1
G2683	G3857	1
G1250	G2211	1
G2208	G3173	1
G2729	G3732	1
G1813	G3794	1
G3233	G3263	1
G1270	G3327	1
G1009	G2911	1
G1127	G2209	1
G2241	G2259	1
G2973	G3664	1
G1126	G37	1
G1541	G4048	1
G1745	G3664	1
G1023	G2537	1
G1281	G2239	1
G2485	G3947	1
G1025	G4273	1
G1987	G544	1
G1642	G3409	1
G1462	G776	1
G2159	G3014	1
G3512	G3906	1
G1052	G1078	1
G1812	G4158	1
G1121	G2593	1
G1817	G2736	1
G2346	G2998	1
G1953	G2905	1
G3875	G4456	1
G2495	G636	1
G1205	G3886	1
G1950	G4188	1
G3404	G4032	1
G1468	G1661	1
G1809	G2726	1
G1371	G4371	1
G1224	G1869	1
G1375	G3990	1
G3792	G733	1
G4026	G4440	1
G3387	G3861	1
G1883	G407	1
G4401	G489	1
G3558	G4292	1
G1273	G3699	1
G171	G2022	1
G3300	G731	1
G1201	G2599	1
G3019	G3113	1
G1275	G924	1
G2329	G2386	1
G1659	G2792	1
G131	G2842	1
G2569	G627	1
G1993	G3853	1
G3545	G3573	1
G547	G94	1
G1227	G1497	1
G1918	G2448	1
G3677	G402	1
G3724	G4077	1
G2239	G553	1
G2823	G473	1
G1328	G3654	1
G1833	G2831	1
G3507	G3853	1
G3245	G4470	1
G3668	G4324	1
G399	G426	1
G1979	G960	1
G1354	G4365	1
G1511	G3821	1
G1311	G1541	1
G236	G4137	1
G2119	G3042	1
G2919	G87	1
G2057	G2622	1
G1165	G3518	1
G2086	G3501	1
G1617	G1770	1
G1741	G4491	1
G3113	G511	1
G2493	G724	1
G3981	G843	1
G1996	G3969	1
G1281	G1312	1
G1113	G3724	1
G341	G433	1
G1273	G1540	1
G1794	G3123	1
G2209	G3129	1
G3937	G3939	1
G3784	G409	1
G1073	G29	1
G3526	G4026	1
G1081	G3389	1
G1568	G4060	1
G3300	G453	1
G1914	G428	1
G1994	G3182	1
G2146	G3796	1
G202	G423	1
G1714	G3517	1
G2060	G2975	1
G2190	G3693	1
G338	G4414	1
G411	G662	1
G1816	G4440	1
G1583	G2869	1
G2452	G3836	1
G1313	G3016	1
G3389	G3669	1
G2231	G3076	1
G1193	G2160	1
G2426	G2945	1
G1651	G4324	1
G1391	G685	1
G2874	G3148	1
G1092	G2063	1
G2955	G3512	1
G4075	G4324	1
G1498	G1822	1
G1324	G2302	1
G3127	G409	1
G2394	G3677	1
G2339	G804	1
G2918	G3762	1
G2394	G499	1
G2257	G449	1
G2413	G3623	1
G2424	G2516	1
G1935	G3580	1
G1508	G4298	1
G158	G2240	1
G231	G918	1
G2986	G4347	1
G1515	G2332	1
G1363	G2569	1
G2086	G556	1
G753	G882	1
G2987	G3844	1
G2322	G4314	1
G1833	G970	1
G1443	G1624	1
G2165	G402	1
G1395	G500	1
G1747	G2209	1
G2373	G2851	1
G1237	G3663	1
G1403	G3593	1
G2906	G337	1
G2018	G3682	1
G4190	G716	1
G1022	G56	1
G3869	G4440	1
G2837	G3403	1
G3050	G3631	1
G2979	G3734	1
G231	G894	1
G1651	G2594	1
G1353	G856	1
G1487	G255	1
G458	G512	1
G1808	G2840	1
G1022	G2405	1
G1375	G1925	1
G3211	G3280	1
G19	G2401	1
G1537	G3050	1
G3320	G748	1
G1237	G828	1
G1821	G3758	1
G3317	G987	1
G1763	G2256	1
G2230	G2439	1
G384	G810	1
G3555	G4337	1
G1281	G3276	1
G2558	G2644	1
G3065	G55	1
G1163	G3308	1
G405	G409	1
G3404	G870	1
G1775	G4176	1
G1336	G3836	1
G1583	G3401	1
G2675	G4219	1
G1228	G2170	1
G1412	G667	1
G1006	G386	1
G3121	G4042	1
G2087	G470	1
G1354	G2544	1
G2892	G4275	1
G1045	G4195	1
G1295	G2165	1
G2344	G2505	1
G2726	G3892	1
G4039	G4324	1
G1049	G3393	1
G2057	G416	1
G2230	G3063	1
G1500	G2599	1
G3915	G818	1
G4219	G662	1
G1884	G3863	1
G1311	G4371	1
G263	G2727	1
G1173	G2503	1
G2935	G4234	1
G2390	G4321	1
G1764	G3686	1
G1733	G2828	1
G2143	G4254	1
G2248	G3079	1
G4024	G4095	1
G1993	G4269	1
G1369	G2770	1
G393	G4165	1
G3510	G4244	1
G2740	G2760	1
G1307	G3655	1
G1695	G3049	1
G1147	G4300	1
G1433	G3150	1
G1265	G4467	1
G1465	G1809	1
G3507	G4269	1
G1459	G992	1
G1261	G3311	1
G3548	G4077	1
G1814	G1971	1
G2622	G433	1
G1972	G3715	1
G2975	G3420	1
G3054	G395	1
G1336	G2587	1
G1487	G2463	1
G2682	G3696	1
G2057	G3985	1
G263	G365	1
G1365	G3894	1
G1205	G4283	1
G1380	G3661	1
G2667	G4501	1
G3824	G4240	1
G1997	G636	1
