G309	G323	1
G1222	G199	1
G2265	G235	1
G1703	G86	1
G1903	G219	1
G3044	G4	1
G254	G4271	1
G120	G418	1
G110	G2723	1
G23	G890	1
G259	G666	1
G1033	G253	1
G219	G3679	1
G260	G3233	1
G11	G1783	1
G254	G2709	1
G4303	G55	1
G188	G2821	1
G110	G3679	1
G1965	G23	1
G1927	G23	1
G284	G3423	1
G3742	G55	1
G1462	G219	1
G2605	G3	1
G1328	G199	1
G219	G4351	1
G244	G3371	1
G1868	G236	1
G236	G3544	1
G282	G659	1
G183	G23	1
G254	G259	1
G1540	G305	1
G1408	G219	1
G1049	G223	1
G254	G4453	1
G2532	G278	1
G244	G3484	1
G1616	G244	1
G244	G3813	1
G2	G3586	1
G2121	G55	1
G285	G3870	1
G23	G572	1
G2819	G55	1
G315	G3356	1
G110	G413	1
G2	G2626	1
G2316	G66	1
G110	G353	1
G289	G634	1
G145	G2031	1
G23	G2360	1
G2314	G254	1
G219	G2808	1
G23	G2844	1
G4293	G43	1
G3	G3990	1
G145	G2423	1
G116	G2990	1
G315	G3953	1
G23	G4447	1
G268	G333	1
G11	G448	1
G3466	G69	1
G120	G1954	1
G23	G2505	1
G120	G4276	1
G1198	G3	1
G284	G332	1
G145	G4356	1
G254	G2821	1
G199	G3894	1
G23	G999	1
G23	G2682	1
G303	G4146	1
G259	G4271	1
G11	G2592	1
G249	G3545	1
G219	G2723	1
G259	G2709	1
G4447	G69	1
G2314	G259	1
G1932	G73	1
G23	G992	1
G1051	G145	1
G23	G3107	1
G4411	G69	1
G23	G4322	1
G1822	G23	1
G145	G3828	1
G23	G2926	1
G145	G3031	1
G140	G817	1
G199	G657	1
G110	G1457	1
G110	G2074	1
G219	G911	1
G1029	G4	1
G110	G3252	1
G110	G911	1
G2451	G55	1
G23	G4319	1
G1034	G4	1
G259	G3162	1
G1702	G280	1
G1155	G31	1
G199	G947	1
G1457	G219	1
G199	G2054	1
G183	G3457	1
G188	G2668	1
G1138	G73	1
G254	G3162	1
G1969	G244	1
G2330	G260	1
G219	G413	1
G101	G1538	1
G219	G3058	1
G2884	G73	1
G176	G3233	1
G188	G4312	1
G110	G3058	1
G175	G343	1
G219	G353	1
G125	G665	1
G2	G4251	1
G216	G299	1
G23	G785	1
G110	G1408	1
G2074	G219	1
G110	G1903	1
G110	G1462	1
G3233	G55	1
G303	G4098	1
G2238	G55	1
G25	G3316	1
G3433	G55	1
G19	G2737	1
G1847	G219	1
G2121	G260	1
G1019	G244	1
G1195	G187	1
G3459	G69	1
G259	G2821	1
G110	G2450	1
G219	G4119	1
G219	G2837	1
G1116	G254	1
G110	G4119	1
G125	G209	1
G73	G931	1
G110	G2837	1
G1119	G254	1
G116	G2799	1
G199	G2505	1
G188	G2929	1
G110	G3161	1
G4356	G55	1
G188	G254	1
G150	G3345	1
G1451	G3	1
G120	G2657	1
G3800	G73	1
G254	G2668	1
G110	G329	1
G1365	G199	1
G219	G3252	1
G187	G2989	1
G219	G431	1
G199	G4143	1
G110	G431	1
G2021	G334	1
G254	G4312	1
G1119	G259	1
G260	G970	1
G188	G259	1
G2394	G55	1
G199	G853	1
G188	G4453	1
G199	G2751	1
G1888	G55	1
G23	G93	1
G244	G4019	1
G113	G55	1
G199	G519	1
G244	G650	1
G116	G4206	1
G25	G2822	1
G2325	G73	1
G4404	G73	1
G2258	G277	1
G1170	G73	1
G1324	G25	1
G145	G176	1
G260	G4145	1
G23	G2932	1
G219	G2327	1
G23	G3473	1
G254	G2929	1
G219	G2450	1
G23	G3682	1
G1047	G2	1
G3373	G73	1
G4027	G73	1
G199	G3414	1
G110	G2327	1
G1404	G244	1
G23	G4300	1
G219	G3161	1
G23	G2765	1
G4058	G83	1
G1101	G6	1
G1049	G23	1
G183	G55	1
G2737	G89	1
G199	G4488	1
G116	G1307	1
G73	G839	1
G199	G4300	1
G116	G1284	1
G1116	G188	1
G259	G2668	1
G1119	G188	1
G147	G809	1
G219	G329	1
G188	G4271	1
G2319	G236	1
G23	G4411	1
G110	G1847	1
G188	G2709	1
G23	G2877	1
G4	G4157	1
G110	G4351	1
G1532	G4	1
G332	G3423	1
G176	G2121	1
G1554	G73	1
G199	G4040	1
G57	G82	1
G1905	G66	1
G125	G2014	1
G260	G3919	1
G188	G3162	1
G1712	G274	1
G2	G688	1
G23	G900	1
G334	G3363	1
G244	G593	1
G4495	G73	1
G199	G4252	1
G199	G2619	1
G188	G2314	1
G11	G2961	1
G145	G2515	1
G3457	G55	1
G106	G55	1
G110	G2808	1
G19	G89	1
G255	G2781	1
G259	G2929	1
G128	G2157	1
G106	G236	1
G145	G4168	1
G3919	G55	1
G23	G2732	1
G2225	G244	1
G4	G907	1
