G36	G1133	1
G197	G678	1
G106	G1494	1
G259	G2341	1
G249	G912	1
G127	G2821	1
G11	G835	1
G166	G998	1
G144	G1138	1
G258	G1058	1
G192	G2041	1
G258	G303	1
G258	G1963	1
G332	G1554	1
G223	G2894	1
G66	G92	1
G144	G2741	1
G192	G926	1
G23	G2877	1
G323	G923	1
G197	G634	1
G11	G145	1
G283	G1551	1
G176	G2327	1
G66	G2316	1
G303	G1719	1
G107	G433	1
G176	G1255	1
G192	G2073	1
G280	G2784	1
G192	G437	1
G150	G2180	1
G150	G425	1
G187	G433	1
G199	G1554	1
G224	G1116	1
G216	G283	1
G36	G2180	1
G176	G2859	1
G150	G2983	1
G36	G425	1
G187	G1783	1
G315	G2368	1
G192	G1564	1
G66	G2760	1
G11	G923	1
G36	G331	1
G36	G2983	1
G216	G1387	1
G57	G2887	1
G202	G2073	1
G140	G1079	1
G283	G444	1
G199	G1427	1
G283	G2877	1
G219	G1186	1
G162	G1444	1
G216	G931	1
G4	G2494	1
G36	G2522	1
G223	G593	1
G66	G208	1
G36	G835	1
G36	G315	1
G174	G2073	1
G283	G2014	1
G11	G306	1
G11	G600	1
G36	G1080	1
G11	G907	1
G216	G2121	1
G208	G2680	1
G283	G2768	1
G283	G2924	1
G66	G2821	1
G258	G1847	1
G283	G823	1
G107	G691	1
G216	G824	1
G187	G876	1
G330	G1905	1
G202	G1133	1
G36	G454	1
G187	G691	1
G258	G2940	1
G36	G145	1
G315	G1564	1
G197	G1398	1
G150	G1645	1
G283	G353	1
G150	G923	1
G4	G965	1
G281	G2316	1
G283	G1332	1
G57	G1987	1
G36	G1645	1
G289	G2800	1
G36	G2137	1
G36	G923	1
G274	G1636	1
G323	G2784	1
G192	G2877	1
G216	G2834	1
G315	G999	1
G150	G2121	1
G271	G1982	1
G283	G2689	1
G36	G2121	1
G150	G600	1
G192	G258	1
G283	G1903	1
G11	G2723	1
G150	G907	1
G6	G86	1
G197	G1686	1
G36	G306	1
G36	G600	1
G36	G907	1
G92	G2760	1
G259	G1332	1
G192	G2924	1
G107	G176	1
G332	G2522	1
G187	G192	1
G278	G2775	1
G120	G437	1
G259	G2689	1
G36	G574	1
G36	G1897	1
G109	G2971	1
G192	G283	1
G253	G925	1
G107	G444	1
G205	G876	1
G169	G1792	1
G303	G1058	1
