G28	G267	1
G33	G34	1
G32	G34	1
G78	G48	1
G62	G61	1
G33	G32	1
G8	G9	1
G9	G8	1
G34	G33	1
G44	G43	1
G48	G78	1
G40	G41	1
G76	G48	1
G41	G40	1
G42	G43	1
G32	G33	1
G61	G62	1
G34	G32	1
G86	G134	1
G22	G21	1
G48	G76	1
G44	G42	1
G19	G18	1
G16	G17	1
G2	G1	1
G43	G42	1
G21	G22	1
G78	G76	1
G18	G19	1
G6	G7	1
G91	G92	1
G75	G47	1
G76	G78	1
G77	G75	1
G24	G7	1
G66	G65	1
G23	G24	1
G75	G77	1
G47	G75	1
G22	G17	1
G13	G15	1
G83	G84	1
G17	G16	1
G50	G49	1
G28	G402	1
G28	G405	1
G24	G23	1
G28	G534	1
G84	G267	1
G21	G17	1
G24	G6	1
G84	G135	1
G28	G404	1
G95	G92	1
G85	G547	1
G14	G13	1
G14	G15	1
G7	G6	1
G28	G403	1
G86	G133	1
G28	G533	1
G28	G299	1
G65	G66	1
G28	G300	1
G85	G134	1
G86	G326	1
G86	G547	1
G43	G44	1
G29	G12	1
G28	G406	1
G28	G302	1
G86	G327	1
G28	G517	1
G28	G401	1
G80	G663	1
G61	G49	1
G22	G16	1
G85	G113	1
G7	G24	1
G63	G61	1
G28	G301	1
G65	G68	1
G85	G86	1
G28	G531	1
G90	G89	1
G28	G298	1
G84	G272	1
G98	G101	1
G98	G99	1
G99	G101	1
G67	G68	1
G12	G29	1
G100	G98	1
G83	G135	1
G86	G113	1
G86	G137	1
G16	G21	1
G73	G81	1
G100	G99	1
G39	G38	1
G20	G18	1
G21	G16	1
G28	G297	1
G82	G74	1
G28	G530	1
G39	G21	1
G86	G85	1
G18	G20	1
G7	G23	1
G17	G21	1
G18	G43	1
G86	G455	1
G15	G13	1
G86	G200	1
G28	G268	1
G47	G77	1
G31	G1	1
G86	G309	1
G28	G535	1
G62	G49	1
G86	G236	1
G88	G570	1
G39	G17	1
G84	G136	1
G28	G290	1
G97	G7	1
G97	G101	1
G74	G748	1
G19	G15	1
G28	G400	1
G97	G99	1
G23	G7	1
G98	G100	1
G84	G517	1
G94	G95	1
G5	G15	1
G86	G328	1
G50	G764	1
G85	G528	1
G6	G24	1
G83	G136	1
G28	G84	1
G98	G97	1
G89	G90	1
G38	G39	1
G100	G97	1
G77	G47	1
G84	G534	1
G86	G325	1
G86	G207	1
G25	G48	1
G22	G1	1
G99	G100	1
G85	G112	1
G39	G16	1
G85	G541	1
