	6.891_extended_-/-	6.891_extended_+/+	7.2312_extended_+/+	6.7822_extended_+/+	7.4419_extended_+/+	7.4419_extended_-/-	6.8277_extended_-/-	6.8277_extended_+/+	6.777_extended_+/+	6.777_extended_-/-	7.327_extended_+/+	7.1474_extended_+/+	7.1474_extended_-/-	7.1123_extended_+/+	6.9423_extended_-/-	6.9423_extended_+/+	7.1287_extended_+/+	7.1287_extended_-/-	7.3081_extended_+/+	7.0582_extended_+/+	7.0582_extended_-/-	7.0035_extended_+/+	7.0035_extended_-/-
Cell_0000	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0001	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0002	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0003	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0004	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0005	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0006	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0007	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0008	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0009	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0010	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0011	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0012	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0013	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0014	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0015	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0016	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0017	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0018	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0019	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0020	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0021	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0022	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0023	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0024	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0025	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0026	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0027	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0028	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0029	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0030	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0031	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0032	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0033	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0034	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0035	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0036	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0037	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0038	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0039	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0040	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0041	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0042	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0043	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0044	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0045	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0046	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
