G10	G1000	0
G10	G1008	0
G10	G101	0
G10	G1018	0
G10	G1019	0
G10	G1020	0
G10	G1027	0
G10	G1029	0
G10	G103	0
G10	G1033	0
G10	G1034	0
G10	G1035	0
G10	G1036	0
G10	G1039	0
G10	G1047	0
G10	G1049	0
G10	G1051	0
G10	G1054	0
G10	G1057	0
G10	G1058	0
G10	G106	0
G10	G1062	0
G10	G107	0
G10	G1074	0
G10	G1079	0
G10	G1080	0
G10	G1089	0
G10	G109	0
G10	G1090	0
G10	G1091	0
G10	G1097	0
G10	G11	0
G10	G110	0
G10	G1101	0
G10	G1114	0
G10	G1116	0
G10	G1117	0
G10	G1119	0
G10	G113	0
G10	G1133	0
G10	G1137	0
G10	G1138	0
G10	G1145	0
G10	G1146	0
G10	G1155	0
G10	G1156	0
G10	G1157	0
G10	G116	0
G10	G1161	0
G10	G1170	0
G10	G1177	0
G10	G118	0
G10	G1181	0
G10	G1186	0
G10	G1188	0
G10	G119	0
G10	G1190	0
G10	G1195	0
G10	G1198	0
G10	G120	0
G10	G1206	0
G10	G121	0
G10	G1212	0
G10	G1216	0
G10	G1221	0
G10	G1222	0
G10	G123	0
G10	G1230	0
G10	G1246	0
G10	G1247	0
G10	G125	0
G10	G1250	0
G10	G1255	0
G10	G1256	0
G10	G1266	0
G10	G127	0
G10	G128	0
G10	G1280	0
G10	G1282	0
G10	G1284	0
G10	G1290	0
G10	G13	0
G10	G1307	0
G10	G1308	0
G10	G1322	0
G10	G1323	0
G10	G1324	0
G10	G1326	0
G10	G1328	0
G10	G1330	0
G10	G1332	0
G10	G1340	0
G10	G1355	0
G10	G1365	0
G10	G1370	0
G10	G1371	0
G10	G138	0
G10	G1387	0
G10	G1392	0
G10	G1394	0
G10	G1395	0
G10	G1398	0
G10	G140	0
G10	G1404	0
G10	G1408	0
G10	G1415	0
G10	G142	0
G10	G1420	0
G10	G1427	0
G10	G1434	0
G10	G144	0
G10	G1444	0
G10	G145	0
G10	G1451	0
