0	0	0	0.047945279036570011277351710532457218505442142486572265625	0	0	0	0.04706289464394809718417178601157502271234989166259765625	0	0	0	0	0	0	0	0.033915897076610634908178099067299626767635345458984375	0	0	0	0	0	0	0.060913238653643626829836676961349439807236194610595703125	0.05834677367902389721887601581329363398253917694091796875	0	0	0	0	0.03433002222782004231316221876113559119403362274169921875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03475544117440675095931368332458077929913997650146484375	0.033503536273416102686528716958491713739931583404541015625	0	0.035112225009610704973272987672316958196461200714111328125	0	0	0	0	0.036968749058843487775849467880107113160192966461181640625	0.03872882010230303817532870880313566885888576507568359375	0.039802427810720499012919759707074263133108615875244140625	0.03286753797246279307220362397856661118566989898681640625	0.032632844815726334830596755409715115092694759368896484375	0	0	0	0	0.03587358834694988340974219909185194410383701324462890625	0.053930210442973434969982093889484531246125698089599609375	0.035546740948560785755550028852667310275137424468994140625	0	0	0.0463669990159434053378362250441568903625011444091796875	0.0387670409737361498780927604457247070968151092529296875	0.056436661461953800678070791718710097484290599822998046875	0	0.0402609406885844622880910037565627135336399078369140625	0.040096612063921434343516381204608478583395481109619140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.034491142179762727948411082934399018995463848114013671875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03464554433765328067540423262471449561417102813720703125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039424188521702784038236444530411972664296627044677734375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.032432954457105110657177959865293814800679683685302734375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03353821586517273523053717099173809401690959930419921875	0	0	0.033523143617758828505248658302662079222500324249267578125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.045799252577804573649533637080821790732443332672119140625	0	0	0	0	0	0	0	0	0.033936093191194227625118173818918876349925994873046875	0	0	0	0	0	0	0	0	0	0	0	0.04113840976606987498431777794394292868673801422119140625	0.034598562973603565195990228176015079952776432037353515625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039669131475633577499362303342422819696366786956787109375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.030697727156866250197708723135292530059814453125	0	0	0	0	0	0	0	0	0.0673430194771138246334629684497485868632793426513671875	0	0	0	0.053137630659621785944590754979799385182559490203857421875	0	0.04031998923221612185496809388496330939233303070068359375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031650803775032647358056436814877088181674480438232421875	0
0	0	0	0	0.042408508574596111284638055849427473731338977813720703125	0	0	0	0	0	0.04406502507506475374565724223430152051150798797607421875	0.04622223962801541574663133360445499420166015625	0	0	0.036447033391341643326910570976906456053256988525390625	0	0.041872471052371303124051138411232386715710163116455078125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0322581240172654937214957726610009558498859405517578125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.038237679175347601134848929405052331276237964630126953125	0	0	0.042247902563801099928841864539208472706377506256103515625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0590445154557527052130438960375613532960414886474609375	0.048068156369186980370056261335776071064174175262451171875	0	0	0	0	0.03226691011738690162413689677123329602181911468505859375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036434837406186193486945512631791643798351287841796875	0	0.0334084686777337547258781569325947202742099761962890625	0	0	0	0	0	0	0	0	0	0	0	0.0492021835609428581648217004840262234210968017578125	0	0	0	0	0	0.051532475263117528962997226926745497621595859527587890625	0.0496395762951697128162464878187165595591068267822265625	0	0.04661142164304987733913776537519879639148712158203125	0.0422072633503250138620188636195962317287921905517578125	0.048294112122395572994637547026286483742296695709228515625	0.048998609407254513359308845110717811621725559234619140625	0	0	0.0387723991594141337291290483335615135729312896728515625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.031738154727766969276370190300440299324691295623779296875	0	0	0	0	0.0387801763246919672933898937117191962897777557373046875	0.042745183461723103290896830230849445797502994537353515625	0	0	0	0	0	0	0.036065470362096167800114443480197223834693431854248046875	0	0	0	0	0.05056619266442415050466507864257437177002429962158203125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03591966435818234881782728962207329459488391876220703125	0.04500441064014513992130872566121979616582393646240234375	0.044729419080607769887425462229657568968832492828369140625	0	0	0	0.03399723624127280741102907768436125479638576507568359375	0	0	0	0.037174780118947377272053955721275997348129749298095703125	0.0319172530206120741436137677737860940396785736083984375	0	0	0	0	0	0.035795585976178469211905763813774683512747287750244140625	0	0	0	0	0.033029049499230973829799751229074900038540363311767578125	0	0	0.047444571824831853479320642463790136389434337615966796875	0	0	0	0	0	0	0	0.037665229622108047091710858467195066623389720916748046875	0.0439440626983068349797889595720334909856319427490234375	0	0	0	0	0	0	0	0	0	0	0	0.046858290715345897459176427446436719037592411041259765625	0.047069097846905570692310760705368011258542537689208984375	0.053768935666157320618641080045563285239040851593017578125	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.035611286732995357795505952935855020768940448760986328125	0	0.035364450408927806945857952314327121712267398834228515625	0	0	0.0311557358354991979776382748923424514941871166229248046875	0	0.04024321014472763413660771902868873439729213714599609375	0	0	0	0	0	0	0	0	0.0481784170530300814849766766201355494558811187744140625	0	0	0.047309731404083878170130361695555620826780796051025390625	0	0	0	0	0	0	0	0	0	0	0	0.0501289980363285037068266092319390736520290374755859375	0.08326333518325397531345544166470062918961048126220703125	0.04279637444126231649033087478528614155948162078857421875	0	0	0	0	0.038955834861762413112717950980368186719715595245361328125	0	0	0	0	0	0	0.044245600867285954371777023652612115256488323211669921875	0	0.04554416905379575497558874985770671628415584564208984375	0.038289846283805988036430534293685923330485820770263671875	0	0	0.0648462791113186554081693202533642761409282684326171875	0.07414046644613540848478550060463021509349346160888671875	0	0	0	0	0	0	0.045143253130806769435334757645250647328794002532958984375	0.03545144510040230956260387529255240224301815032958984375	0	0	0	0	0	0	0.054797894583611235497233593605415080673992633819580078125	0	0	0.03149175274426675719130486186259076930582523345947265625	0	0	0	0	0	0	0	0	0	0	0	0.058558225711942669955423212968526058830320835113525390625	0.051892597628710401824747577848029322922229766845703125	0	0	0	0	0
