G104	G1542	1
G511	G760	1
G1090	G1645	1
G2869	G2988	1
G148	G1550	1
G563	G2426	1
G2156	G2162	1
G577	G2766	1
G1625	G2626	1
G693	G2784	1
G660	G2435	1
G1591	G2471	1
G1827	G2274	1
G112	G1628	1
G2208	G2713	1
G153	G374	1
G521	G964	1
G1783	G2274	1
G875	G2951	1
G228	G1682	1
G1452	G1997	1
G885	G2780	1
G1446	G2838	1
G426	G2731	1
G2381	G2730	1
G2676	G2972	1
G660	G2563	1
G925	G2968	1
G2412	G2437	1
G1335	G2063	1
G586	G2865	1
G624	G1704	1
G1251	G2069	1
G364	G2664	1
G1178	G2638	1
G1554	G2475	1
G46	G1136	1
G2462	G2471	1
G1975	G2440	1
G362	G2789	1
G141	G187	1
G364	G685	1
G1681	G2924	1
G693	G2769	1
G2017	G2979	1
G306	G1576	1
G2180	G2983	1
G1591	G2103	1
G1035	G1332	1
G1360	G1868	1
G2017	G2618	1
G1334	G2188	1
G275	G739	1
G2244	G2291	1
G148	G2784	1
G596	G2040	1
G1863	G2175	1
G2864	G2973	1
G194	G2430	1
G501	G2460	1
G691	G827	1
G693	G728	1
G734	G1932	1
G435	G1979	1
G1010	G2597	1
G1446	G2369	1
G899	G1083	1
G1867	G2877	1
G624	G2921	1
G1138	G1589	1
G1261	G1701	1
G2108	G2584	1
G1413	G1907	1
G1500	G2762	1
G960	G2462	1
G1083	G2979	1
G400	G2191	1
G579	G905	1
G11	G2790	1
G187	G2447	1
G1953	G2045	1
G371	G1185	1
G693	G1901	1
G733	G1218	1
G796	G1576	1
G163	G2366	1
G693	G1997	1
G1719	G2620	1
G2236	G2435	1
G2175	G2544	1
G1901	G2838	1
G733	G2462	1
G66	G2885	1
G1949	G2642	1
G734	G2724	1
G1446	G1681	1
G1681	G1903	1
G685	G2780	1
G258	G2869	1
G1446	G2738	1
G993	G1730	1
G642	G1139	1
G1026	G2719	1
G1118	G2296	1
G366	G1997	1
G400	G2441	1
G958	G2780	1
G111	G525	1
G1138	G2295	1
G2180	G2849	1
G148	G2769	1
G835	G2426	1
G2563	G2940	1
G477	G1090	1
G2553	G2789	1
G177	G2214	1
G1828	G2553	1
G613	G2314	1
G1747	G2597	1
G2570	G2798	1
G331	G923	1
G1982	G2346	1
G1726	G2693	1
G2738	G2881	1
G1316	G1382	1
G1982	G2156	1
G708	G1231	1
G1901	G2369	1
G1591	G2351	1
G660	G1997	1
G1741	G2979	1
G1042	G2805	1
G148	G1901	1
G1333	G2046	1
G826	G1635	1
G161	G2980	1
G192	G1606	1
G336	G1751	1
G2143	G2532	1
G405	G1783	1
G1515	G1664	1
G1157	G2969	1
G1243	G1916	1
G882	G1863	1
G827	G2648	1
G456	G2557	1
G622	G1751	1
G1891	G2041	1
G157	G629	1
G2774	G2909	1
G80	G524	1
G331	G577	1
G1298	G1722	1
G955	G2041	1
G11	G2369	1
G577	G1366	1
G1161	G2873	1
G1858	G2465	1
